"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 10:09:04 UTC 2026","Fri May 01 10:09:05 UTC 2026","1141","tests","Login","Validation","","","TC-LOGIN-005: Empty password → validation error",""
"passed","Fri May 01 10:09:08 UTC 2026","Fri May 01 10:09:09 UTC 2026","1088","tests","Login","Validation","","","TC-LOGIN-006: Both fields empty → validation error",""
"passed","Fri May 01 10:11:21 UTC 2026","Fri May 01 10:11:25 UTC 2026","4538","tests","User Management","Filters","","","TC-UM-010: Combined filters → filtered results",""
"passed","Fri May 01 10:10:47 UTC 2026","Fri May 01 10:10:47 UTC 2026","14","tests","User Management","Navigation","","","TC-UM-002: Page heading is visible",""
"passed","Fri May 01 10:08:30 UTC 2026","Fri May 01 10:08:38 UTC 2026","8282","tests","Login","Negative","","","TC-LOGIN-002: Invalid email → error message",""
"passed","Fri May 01 10:11:49 UTC 2026","Fri May 01 10:11:53 UTC 2026","3794","tests","User Management","Filters","","","TC-UM-025: Status filter 'Suspended' → only Suspended users shown",""
"passed","Fri May 01 10:10:18 UTC 2026","Fri May 01 10:10:22 UTC 2026","4257","tests","Login","Session","","","TC-LOGIN-022: Session persists after page refresh",""
"passed","Fri May 01 10:09:50 UTC 2026","Fri May 01 10:09:52 UTC 2026","2169","tests","Login","Edge Cases","","","TC-LOGIN-016: Very long email address accepted",""
"passed","Fri May 01 10:09:55 UTC 2026","Fri May 01 10:09:57 UTC 2026","2234","tests","Login","Edge Cases","","","TC-LOGIN-017: Uppercase email handled correctly",""
"passed","Fri May 01 10:09:22 UTC 2026","Fri May 01 10:09:25 UTC 2026","2214","tests","Login","Security","","","TC-LOGIN-009: XSS in email → sanitized",""
