"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 09:38:29 UTC 2026","Fri May 01 09:38:30 UTC 2026","1071","tests","Login","Validation","","","TC-LOGIN-013: Form validation clears on user input",""
"passed","Fri May 01 09:37:16 UTC 2026","Fri May 01 09:37:18 UTC 2026","1998","tests","Login","Positive","","","test_valid_login_redirects_to_dashboard[chromium]",""
"failed","Fri May 01 09:42:35 UTC 2026","Fri May 01 09:42:36 UTC 2026","1476","tests","User Management","Search","","","TC-UM-015: Search with no match → no-data message",""
"passed","Fri May 01 09:38:45 UTC 2026","Fri May 01 09:38:48 UTC 2026","2208","tests","Login","Edge Cases","","","TC-LOGIN-017: Uppercase email handled correctly",""
"failed","Fri May 01 09:46:15 UTC 2026","Fri May 01 09:46:15 UTC 2026","3","tests","User Management","Bug Regression","","","TC-UM-046: Location filter placeholder text is 'Search by location'",""
"passed","Fri May 01 09:40:40 UTC 2026","Fri May 01 09:40:43 UTC 2026","3832","tests","User Management","Filters","","","TC-UM-025: Status filter 'Suspended' → only Suspended users shown",""
"passed","Fri May 01 09:40:03 UTC 2026","Fri May 01 09:40:03 UTC 2026","172","tests","User Management","User Table","","","TC-UM-033: Table data completeness — all rows have name, email, status, location",""
"passed","Fri May 01 09:42:04 UTC 2026","Fri May 01 09:42:07 UTC 2026","3301","tests","User Management","Filters","","","TC-UM-031: Dating Mode filter 'Inactive' → only Inactive dating mode users",""
"passed","Fri May 01 09:39:11 UTC 2026","Fri May 01 09:39:19 UTC 2026","8682","tests","Login","Session","","","TC-LOGIN-023: Logout redirects back to login page",""
"skipped","Fri May 01 09:40:50 UTC 2026","Fri May 01 09:40:50 UTC 2026","1","tests","User Management","Filters","","","TC-UM-026: Location filter → each available option → valid results",""
