"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 10:39:50 UTC 2026","Fri May 01 10:39:50 UTC 2026","13","tests","User Management","User Table","","","TC-UM-005: At least one user record is displayed",""
"passed","Fri May 01 10:43:14 UTC 2026","Fri May 01 10:43:20 UTC 2026","5151","tests","User Management","User Detail","","","TC-UM-037: Detail page name matches list row data",""
"passed","Fri May 01 10:45:53 UTC 2026","Fri May 01 10:45:58 UTC 2026","4575","tests","User Management","Pagination","","","TC-UM-036: Pagination previous page navigation works",""
"failed","Fri May 01 10:46:24 UTC 2026","Fri May 01 10:46:24 UTC 2026","4","tests","User Management","Bug Regression","","","TC-UM-046: Location filter placeholder text is 'Search by location'",""
"passed","Fri May 01 10:36:58 UTC 2026","Fri May 01 10:37:00 UTC 2026","1643","tests","Login","Positive","","","test_valid_login_redirects_to_dashboard[chromium]",""
"passed","Fri May 01 10:43:03 UTC 2026","Fri May 01 10:43:07 UTC 2026","3602","tests","User Management","User Detail","","","TC-UM-018: Detail page shows user info (name + email in detail container)",""
"passed","Fri May 01 10:39:20 UTC 2026","Fri May 01 10:39:23 UTC 2026","3056","tests","User Management","Navigation","","","TC-UM-001: Navigate to User Management from sidebar",""
"failed","Fri May 01 10:37:03 UTC 2026","Fri May 01 10:37:11 UTC 2026","8228","tests","Login","Negative","","","TC-LOGIN-002: Invalid email → error message",""
"passed","Fri May 01 10:38:17 UTC 2026","Fri May 01 10:38:17 UTC 2026","99","tests","Login","Validation","","","TC-LOGIN-012: Keyboard navigation and Tab support",""
"passed","Fri May 01 10:46:34 UTC 2026","Fri May 01 10:46:34 UTC 2026","7","tests","User Management","Bug Regression","","","TC-UM-047: Page subtitle is user-friendly, not 'Centralized moderation and content management system'",""
"passed","Fri May 01 10:45:20 UTC 2026","Fri May 01 10:45:27 UTC 2026","7595","tests","User Management","Edge Cases","","","TC-UM-022: Rapid filter switching → stable",""
"passed","Fri May 01 10:44:09 UTC 2026","Fri May 01 10:44:17 UTC 2026","7893","tests","User Management","User Detail","","","TC-UM-042: Back from detail navigates to user list",""
"passed","Fri May 01 10:44:41 UTC 2026","Fri May 01 10:44:58 UTC 2026","16545","tests","User Management","Edge Cases","","","TC-UM-020: Special characters in search → no crash",""
"passed","Fri May 01 10:42:07 UTC 2026","Fri May 01 10:42:12 UTC 2026","5185","tests","User Management","Search","","","TC-UM-013: Search by name → matching results",""
"passed","Fri May 01 10:45:36 UTC 2026","Fri May 01 10:45:36 UTC 2026","14","tests","User Management","Pagination","","","TC-UM-034: Pagination is visible on User Management page",""
"passed","Fri May 01 10:37:29 UTC 2026","Fri May 01 10:37:35 UTC 2026","6143","tests","Login","Validation","","","TC-LOGIN-004: Empty email → validation error",""
"passed","Fri May 01 10:39:05 UTC 2026","Fri May 01 10:39:14 UTC 2026","8273","tests","Login","Session","","","TC-LOGIN-023: Logout redirects back to login page",""
"skipped","Fri May 01 10:38:13 UTC 2026","Fri May 01 10:38:14 UTC 2026","1072","tests","Login","Validation","","","TC-LOGIN-011: Password visibility toggle works",""
"passed","Fri May 01 10:47:13 UTC 2026","Fri May 01 10:47:27 UTC 2026","13587","tests","User Management","Bug Regression","","","TC-UM-051: Location filter returns results for full address and country abbreviations",""
"passed","Fri May 01 10:37:39 UTC 2026","Fri May 01 10:37:40 UTC 2026","1141","tests","Login","Validation","","","TC-LOGIN-005: Empty password → validation error",""
"passed","Fri May 01 10:38:40 UTC 2026","Fri May 01 10:38:47 UTC 2026","7318","tests","Login","Edge Cases","","","TC-LOGIN-017: Uppercase email handled correctly",""
"passed","Fri May 01 10:47:00 UTC 2026","Fri May 01 10:47:06 UTC 2026","5656","tests","User Management","Bug Regression","","","TC-UM-050: No internal server error on pagination navigation or page refresh",""
"skipped","Fri May 01 10:40:49 UTC 2026","Fri May 01 10:40:49 UTC 2026","1","tests","User Management","Filters","","","TC-UM-026: Location filter → each available option → valid results",""
"passed","Fri May 01 10:39:43 UTC 2026","Fri May 01 10:39:43 UTC 2026","39","tests","User Management","User Table","","","TC-UM-004: Table has expected columns",""
"passed","Fri May 01 10:40:06 UTC 2026","Fri May 01 10:40:09 UTC 2026","3757","tests","User Management","Filters","","","TC-UM-010: Combined filters → filtered results",""
"passed","Fri May 01 10:42:40 UTC 2026","Fri May 01 10:42:44 UTC 2026","4584","tests","User Management","Search","","","TC-UM-016: Clear search → full list restored",""
"passed","Fri May 01 10:39:29 UTC 2026","Fri May 01 10:39:29 UTC 2026","6","tests","User Management","Navigation","","","TC-UM-002: Page heading is visible",""
"passed","Fri May 01 10:43:48 UTC 2026","Fri May 01 10:43:53 UTC 2026","5134","tests","User Management","User Detail","","","TC-UM-040: Detail page URL changes from list URL",""
"passed","Fri May 01 10:44:00 UTC 2026","Fri May 01 10:44:04 UTC 2026","4068","tests","User Management","User Detail","","","TC-UM-041: Admin action buttons visible on user detail page",""
"passed","Fri May 01 10:42:19 UTC 2026","Fri May 01 10:42:22 UTC 2026","3102","tests","User Management","Search","","","TC-UM-014: Search by email → matching results",""
"failed","Fri May 01 10:47:33 UTC 2026","Fri May 01 10:47:34 UTC 2026","614","tests","User Management","Bug Regression","","","TC-UM-052: Dating Mode options show 'Active'/'Inactive', not 'Dating Mode Active'/'Dating Mode Inactive'",""
"passed","Fri May 01 10:37:43 UTC 2026","Fri May 01 10:37:44 UTC 2026","1069","tests","Login","Validation","","","TC-LOGIN-006: Both fields empty → validation error",""
"failed","Fri May 01 10:46:41 UTC 2026","Fri May 01 10:46:45 UTC 2026","3118","tests","User Management","Bug Regression","","","TC-UM-048: 'Clear All' NOT shown when searching by name/ID/email; cancel icon shown instead",""
"passed","Fri May 01 10:37:50 UTC 2026","Fri May 01 10:37:53 UTC 2026","3294","tests","Login","Security","","","TC-LOGIN-008: SQL injection in email → no crash",""
"passed","Fri May 01 10:40:54 UTC 2026","Fri May 01 10:41:16 UTC 2026","21478","tests","User Management","Filters","","","TC-UM-027: Dating Mode filter → each available option → valid results",""
"broken","Fri May 01 10:38:02 UTC 2026","Fri May 01 10:38:08 UTC 2026","6168","tests","Login","Validation","","","TC-LOGIN-010: Email format validation in real-time",""
"skipped","Fri May 01 10:46:14 UTC 2026","Fri May 01 10:46:17 UTC 2026","3262","tests","User Management","Bug Regression","","","TC-UM-045: No member count or pagination shown when filter returns no results",""
"passed","Fri May 01 10:39:00 UTC 2026","Fri May 01 10:39:03 UTC 2026","2857","tests","Login","Session","","","TC-LOGIN-022: Session persists after page refresh",""
"passed","Fri May 01 10:41:37 UTC 2026","Fri May 01 10:41:44 UTC 2026","6995","tests","User Management","Filters","","","TC-UM-029: Status filter 'All' → full user list shown",""
"passed","Fri May 01 10:41:23 UTC 2026","Fri May 01 10:41:30 UTC 2026","7720","tests","User Management","Filters","","","TC-UM-028: Clear All button → resets all filters → full list restored",""
"failed","Fri May 01 10:42:29 UTC 2026","Fri May 01 10:42:31 UTC 2026","1640","tests","User Management","Search","","","TC-UM-015: Search with no match → no-data message",""
