"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 09:18:05 UTC 2026","Fri May 01 09:18:05 UTC 2026","27","tests","Login","Accessibility","","","TC-LOGIN-020: No sensitive data in localStorage/sessionStorage",""
"passed","Fri May 01 09:16:32 UTC 2026","Fri May 01 09:16:40 UTC 2026","8253","tests","Login","Negative","","","TC-LOGIN-002: Invalid email → error message",""
"passed","Fri May 01 09:23:41 UTC 2026","Fri May 01 09:23:48 UTC 2026","6704","tests","User Management","User Detail","","","TC-UM-042: Back from detail navigates to user list",""
"passed","Fri May 01 09:26:31 UTC 2026","Fri May 01 09:26:49 UTC 2026","17917","tests","User Management","Bug Regression","","","TC-UM-051: Location filter returns results for full address and country abbreviations",""
"passed","Fri May 01 09:16:55 UTC 2026","Fri May 01 09:17:01 UTC 2026","6164","tests","Login","Validation","","","TC-LOGIN-004: Empty email → validation error",""
"passed","Fri May 01 09:19:04 UTC 2026","Fri May 01 09:19:04 UTC 2026","13","tests","User Management","User Table","","","TC-UM-005: At least one user record is displayed",""
"failed","Fri May 01 09:26:57 UTC 2026","Fri May 01 09:26:58 UTC 2026","588","tests","User Management","Bug Regression","","","TC-UM-052: Dating Mode options show 'Active'/'Inactive', not 'Dating Mode Active'/'Dating Mode Inactive'",""
"passed","Fri May 01 09:20:05 UTC 2026","Fri May 01 09:20:26 UTC 2026","21587","tests","User Management","Filters","","","TC-UM-027: Dating Mode filter → each available option → valid results",""
"failed","Fri May 01 09:21:47 UTC 2026","Fri May 01 09:21:53 UTC 2026","6217","tests","User Management","Search","","","TC-UM-015: Search with no match → no-data message",""
"passed","Fri May 01 09:24:07 UTC 2026","Fri May 01 09:24:23 UTC 2026","16040","tests","User Management","Edge Cases","","","TC-UM-020: Special characters in search → no crash",""
"skipped","Fri May 01 09:25:08 UTC 2026","Fri May 01 09:25:08 UTC 2026","23","tests","User Management","Pagination","","","TC-UM-036: Pagination previous page navigation works",""
"passed","Fri May 01 09:18:54 UTC 2026","Fri May 01 09:18:57 UTC 2026","2358","tests","User Management","User Table","","","TC-UM-004: Table has expected columns",""
"passed","Fri May 01 09:17:42 UTC 2026","Fri May 01 09:17:44 UTC 2026","2264","tests","Login","Edge Cases","","","TC-LOGIN-014: Special characters in password accepted",""
"passed","Fri May 01 09:17:55 UTC 2026","Fri May 01 09:17:57 UTC 2026","2231","tests","Login","Edge Cases","","","TC-LOGIN-017: Uppercase email handled correctly",""
"passed","Fri May 01 09:19:28 UTC 2026","Fri May 01 09:19:32 UTC 2026","3940","tests","User Management","Filters","","","TC-UM-011: Filter producing no results → no-data message",""
"passed","Fri May 01 09:22:35 UTC 2026","Fri May 01 09:22:40 UTC 2026","4600","tests","User Management","User Detail","","","TC-UM-018: Detail page shows user info (name + email in detail container)",""
